Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,Viber 1,Viber 2,Telegram,YouTube,Широта,Долгота,2GIS URL
SushiRolls,,Доставка готовых блюд; Суши-бары; Кафе,"Октябрьский проспект, 62",1 этаж,610046,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.5,51,88002002435,88332353000,,,http://kirov.sushirolls.su,,,https://vk.com/sushi_rolls_kirov,,,,,,,58.605443,49.657829,https://2gis.com/firm/70000001055229869
SOLO 2.0,караоке-клуб,Караоке-залы; Бары; Кафе; Ночные клубы,"улица Свободы, 135",,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 19:00-07:00; Вт: 19:00-07:00; Ср: 19:00-07:00; Чт: 19:00-07:00; Пт: 19:00-07:00; Сб: 19:00-07:00; Вс: 19:00-07:00,+03:00,3.8,20,88332205585,,,,,,,https://vk.com/solokirov2,,,,,,,58.588215,49.67749,https://2gis.com/firm/70000001055201205
Сушилка,удобные кафе,Доставка готовых блюд; Кафе; Суши-бары; Пиццерии,"Чистопрудненская улица, 10",5 этаж,610025,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:30-23:00; Вт: 10:30-23:00; Ср: 10:30-23:00; Чт: 10:30-23:00; Пт: 10:30-23:00; Сб: 10:30-23:00; Вс: 10:30-23:00,+03:00,4.8,107,88332440093,,,,http://sushi-pizzi.ru/?utm_source=2gis&utm_medium=link,,,https://vk.com/sushipizzi,,,,,,,58.565291,49.643831,https://2gis.com/firm/70000001041588050
Самое Популярное Кафе Север,,Кафе; Бары; Доставка готовых блюд; Банкетные залы,"улица Свердлова, 31",,610047,Филейка м-н,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-03:00; Сб: 12:00-03:00; Вс: 12:00-21:00,+03:00,4.2,46,88007000025 (единая справочная: круглосуточно),,,,http://spkcafe.ru,,,https://vk.com/spkkirov,,,,,,https://youtube.com/channel/UCvfKTl5Nj5Wa668LlcKVW7Q,58.638304,49.623929,https://2gis.com/firm/70000001035007530
Брокколи,веганское кафе,Кафе; Доставка готовых блюд,"улица Горбачёва, 16",2 этаж,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.5,35,88332217550,,,,,,,https://vk.com/vegan43,,,,,,,58.600162,49.684179,https://2gis.com/firm/70000001034743475
A.dress счастья,кафе,Кафе; Кондитерские изделия,"улица Герцена, 41",1 этаж,610017,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-23:00,+03:00,3.6,34,88332442900,89127342900,,,,,,https://vk.com/a.dress43,,,,,,,58.600287,49.667534,https://2gis.com/firm/70000001051382597
Шафран,кафе-бар,Кафе; Бары,"улица Ленина, 170Б",3 этаж,610007,Зональный м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-01:00,+03:00,3.8,6,88332448068,,,,,,,https://vk.com/cafebarshafran,,,,,,,58.575611,49.685355,https://2gis.com/firm/70000001045046402
SOLO Первый,караоке-клуб,Караоке-залы; Кафе; Ночные клубы; Бары; Доставка готовых блюд,"Комсомольская улица, 40",,610001,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 19:00-07:00; Вт: 19:00-07:00; Ср: 19:00-07:00; Чт: 19:00-07:00; Пт: 19:00-07:00; Сб: 19:00-07:00; Вс: 19:00-07:00,+03:00,2.9,24,88332210285,,,,,,,https://vk.com/karaokesolokirov,,,,,,,58.580399,49.657807,https://2gis.com/firm/8163303606068501
Силикатчик,шашлычная,Кафе; Доставка готовых блюд,"улица Павла Корчагина, 254",,610040,,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+03:00,3.9,21,88332787939,,,,http://шашлык43.рф,,,https://vk.com/shashlik43,,,,,,,58.672283,49.662553,https://2gis.com/firm/8163302605592783
Крем,кафе,Кафе; Караоке-залы; Банкетные залы; Доставка готовых блюд; Конференц-залы / Переговорные комнаты,"улица Гайдара, 1",2 этаж,610006,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пт: 16:00-24:00; Сб: 16:00-24:00 (караоке-зал: пт-сб 18:00-3:00),+03:00,4.1,21,88332444075,88332441866 (отдел банкетов),,,http://krem43.ru,,,https://vk.com/kafekremkaraoke,,,,,,,58.628254,49.641338,https://2gis.com/firm/70000001007433037
Leonardo,кафе,Кафе; Пиццерии; Кондитерские изделия,"улица Ленина, 64",1 этаж,610004,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.0,36,88332219089,,,,,,,https://vk.com/cafeleonardo,,,,,,,58.60855,49.68087,https://2gis.com/firm/8163302605754119
Плов готов,кафе,Кафе,"Профсоюзная улица, 73а",,610005,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.4,38,88332777333,89634314746,,,,,,https://vk.com/public182059558,https://wa.me/79226600483,https://wa.me/79634314746,viber://chat/?number=79226600483,,,,58.615099,49.659306,https://2gis.com/firm/70000001037583071
Паприка,кафе,Кафе,"улица Капитана Дорофеева, 26",1 этаж,610045,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.6,22,88332451230,,,,http://kafe-paprika.ru,,,https://vk.com/club127838623,https://wa.me/79226613536,,,,,,58.580422,49.563728,https://2gis.com/firm/70000001043035800
Сушилка,удобные кафе,Доставка готовых блюд; Кафе; Суши-бары; Пиццерии,"Октябрьский проспект, 95",цокольный этаж,610005,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.6,38,88332443734,,,,http://sushi-pizzi.ru/?utm_source=2gis&utm_medium=link,,,https://vk.com/sushipizzi,,,,,,,58.614497,49.655678,https://2gis.com/firm/8163303605979966
Ланч Бранч,кафе-столовая,Столовые; Кафе,"улица Молодой Гвардии, 82",1 этаж,610017,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,3.6,48,88332420020,89229820020,,,,,,,,,,,,,58.597963,49.655585,https://2gis.com/firm/70000001038179195
Lounge Dada,бар,Кафе; Бары,"Спасская улица, 67д",1 этаж,610020,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 13:00-01:00; Вт: 13:00-01:00; Ср: 13:00-01:00; Чт: 13:00-01:00; Пт: 13:00-03:00; Сб: 13:00-03:00; Вс: 13:00-01:00,+03:00,4.7,80,89226687560,,,,,,,https://vk.com/kk_dada,https://wa.me/79226687560,,viber://chat/?number=79226687560,,,,58.602143,49.660144,https://2gis.com/firm/70000001022997917
Шашлыки,рюмочная,Бары; Кафе; Рюмочные,"улица Дерендяева, 33",1 этаж,610020,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 16:00-24:00; Вт: 16:00-24:00; Ср: 16:00-24:00; Чт: 16:00-24:00; Пт: 16:00-03:00; Сб: 16:00-03:00; Вс: 16:00-24:00,+03:00,4.6,14,88332777202,,,,,,,https://vk.com/rumkashashlyk,,,,,,,58.603155,49.661513,https://2gis.com/firm/70000001059122445
Brugge tap room,бельгийский гастро-паб,Бары; Кафе,"Московская улица, 21",1 этаж,610020,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.9,41,88332745300,,,,,,,,,,,,,,58.603828,49.676537,https://2gis.com/firm/70000001026555254
Bomarshe,арт-кондитерская,Кофейни; Кондитерские изделия; Доставка готовых блюд; Кафе-кондитерские,"Преображенская улица, 29",1 этаж,610020,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 10:00-21:00,+03:00,4.3,29,88332412525,,,,,,,https://vk.com/bomarsheart,,,,,,,58.60553,49.675189,https://2gis.com/firm/70000001057637527
Тот самый бар,,Бары; Кафе; Пиццерии,"Профсоюзная улица, 44а",,610004,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 11:00-23:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-24:00,+03:00,3.3,7,88332447552,,,feedback.vyatichbar@gmail.com,http://вятичбар.рф,,,https://vk.com/totsamyibar43,https://wa.me/79128260042,,viber://chat/?number=79128260042,,,,58.615029,49.673881,https://2gis.com/firm/70000001048107322
Калейдоскоп,игровое кафе,Кафе; Банкетные залы,"Красноармейская улица, 1а",цокольный этаж,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.7,16,88332227093,,,,http://43play.ru,,,https://vk.com/kaleydoskop43,https://wa.me/79123700022,,viber://chat/?number=79123700022,,,,58.593159,49.683153,https://2gis.com/firm/8163303606214472
Подкова,кафе-шашлычная,Кафе,"Ульяновская улица, 39",1 этаж,610045,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-23:00,+03:00,3.1,12,88332440531,,,,,,,https://vk.com/id396163741,,,,,,,58.586917,49.579388,https://2gis.com/firm/8163302605589397
Granat,кафе,Кафе; Бары; Банкетные залы,"Пристанская улица, 1а",,610020,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-03:00; Сб: 11:00-03:00; Вс: 11:00-01:00,+03:00,2.6,43,89127341929,,,,,,,https://vk.com/granat43,https://wa.me/79127341929,,,,,,58.60948,49.688655,https://2gis.com/firm/8163302605621935
16,бильярдный клуб,Бильярдные залы; Кафе; Бары,"улица Ленина, 198 к1",цокольный этаж,610007,Солнечный берег м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-04:00; Сб: 12:00-04:00; Вс: 12:00-02:00,+03:00,4.1,12,88332730155,,,,,,,https://vk.com/bcl16,,,,,,,58.565994,49.686612,https://2gis.com/firm/70000001019679196
